LAT,LON,YEAR,MONTH,DAY,qv2m,prectotcorr,ws10m,ts
24.0,86.25,2010,4,13,11.25,0.0,2.4,35.87
24.0,86.875,2010,4,13,14.0,0.1,1.99,36.42
24.0,87.5,2010,4,13,15.75,0.46,3.96,36.12
24.0,88.125,2010,4,13,16.0,0.71,4.78,35.97
22.5,85.0,2010,4,14,5.39,0.0,2.97,35.92
22.5,85.625,2010,4,14,7.41,0.0,2.15,35.88
22.5,86.25,2010,4,14,10.45,0.0,2.11,36.57
22.5,86.875,2010,4,14,15.12,0.0,3.55,35.89
22.5,87.5,2010,4,14,18.34,0.0,4.54,33.32
22.5,88.125,2010,4,14,19.0,0.0,5.44,32.52
23.0,85.0,2010,4,14,5.03,0.0,3.22,33.4
23.0,85.625,2010,4,14,7.96,0.0,2.37,35.12
23.0,86.25,2010,4,14,11.46,0.0,1.8,36.28
23.0,86.875,2010,4,14,14.91,0.0,2.84,35.49
23.0,87.5,2010,4,14,16.86,0.0,3.96,34.37
23.0,88.125,2010,4,14,17.61,0.01,5.09,34.09
23.5,85.0,2010,4,14,4.41,0.0,2.78,31.02
23.5,85.625,2010,4,14,7.01,0.0,2.41,33.23
23.5,86.25,2010,4,14,10.77,0.0,1.94,35.01
23.5,86.875,2010,4,14,13.86,0.0,2.02,35.44
23.5,87.5,2010,4,14,15.47,0.04,3.01,35.43
23.5,88.125,2010,4,14,16.39,0.1,4.51,35.43
24.0,85.0,2010,4,14,4.62,0.0,2.33,31.35
24.0,85.625,2010,4,14,6.57,0.0,1.94,31.83
24.0,86.25,2010,4,14,9.3,0.0,1.98,33.54
24.0,86.875,2010,4,14,12.2,0.01,2.06,34.84
24.0,87.5,2010,4,14,14.13,0.24,2.33,35.6
24.0,88.125,2010,4,14,15.49,0.47,3.19,35.66
22.5,85.0,2010,4,15,5.51,0.0,1.7,35.82
22.5,85.625,2010,4,15,8.84,0.0,1.61,36.46
22.5,86.25,2010,4,15,12.72,0.0,2.14,37.94
22.5,86.875,2010,4,15,15.88,0.01,3.76,36.39
22.5,87.5,2010,4,15,17.67,0.08,4.53,33.8
22.5,88.125,2010,4,15,17.78,0.15,4.5,33.7
23.0,85.0,2010,4,15,3.65,0.0,2.2,33.78
23.0,85.625,2010,4,15,6.17,0.0,1.4,35.39
23.0,86.25,2010,4,15,11.74,0.0,1.74,36.89
23.0,86.875,2010,4,15,15.51,0.05,3.12,35.75
23.0,87.5,2010,4,15,17.0,0.4,3.75,34.27
23.0,88.125,2010,4,15,16.89,0.65,4.07,34.58
23.5,85.0,2010,4,15,3.17,0.0,2.3,32.95
23.5,85.625,2010,4,15,4.49,0.0,1.58,34.63
23.5,86.25,2010,4,15,9.9,0.0,1.61,35.72
23.5,86.875,2010,4,15,14.58,0.18,2.78,35.55
23.5,87.5,2010,4,15,16.13,1.1,3.44,34.91
23.5,88.125,2010,4,15,16.21,1.87,3.65,35.03
24.0,85.0,2010,4,15,3.12,0.0,2.35,33.5
24.0,85.625,2010,4,15,4.25,0.0,2.1,33.99
24.0,86.25,2010,4,15,7.76,0.0,2.09,35.12
24.0,86.875,2010,4,15,12.72,0.38,2.42,35.64
24.0,87.5,2010,4,15,14.75,1.76,3.24,35.84
24.0,88.125,2010,4,15,15.82,3.26,3.3,35.47
22.5,85.0,2010,4,16,8.6,0.0,1.55,35.91
22.5,85.625,2010,4,16,9.93,0.0,2.18,36.43
22.5,86.25,2010,4,16,11.63,0.0,2.74,37.81
22.5,86.875,2010,4,16,14.66,0.0,3.86,37.0
22.5,87.5,2010,4,16,16.5,0.03,4.76,34.48
22.5,88.125,2010,4,16,16.73,0.05,4.61,34.62
23.0,85.0,2010,4,16,5.61,0.0,2.05,33.92
23.0,85.625,2010,4,16,8.3,0.0,1.9,35.85
23.0,86.25,2010,4,16,11.25,0.0,2.54,37.22
23.0,86.875,2010,4,16,14.25,0.01,3.37,36.48
23.0,87.5,2010,4,16,15.74,0.09,4.14,35.1
23.0,88.125,2010,4,16,15.69,0.33,4.24,35.5
23.5,85.0,2010,4,16,4.41,0.0,2.79,32.75
23.5,85.625,2010,4,16,6.99,0.0,2.34,34.58
23.5,86.25,2010,4,16,10.33,0.0,2.28,36.05
23.5,86.875,2010,4,16,13.43,0.03,3.0,36.15
23.5,87.5,2010,4,16,14.92,0.22,3.76,35.5
23.5,88.125,2010,4,16,15.01,0.79,3.84,35.65
24.0,85.0,2010,4,16,3.91,0.0,2.85,33.26
24.0,85.625,2010,4,16,5.94,0.0,2.64,33.46
24.0,86.25,2010,4,16,8.62,0.0,2.31,34.86
24.0,86.875,2010,4,16,11.9,0.06,2.5,35.77
24.0,87.5,2010,4,16,14.02,0.55,3.36,35.8
24.0,88.125,2010,4,16,14.83,1.35,3.16,35.26
22.5,85.0,2010,4,17,8.6,0.0,2.96,35.8
22.5,85.625,2010,4,17,9.37,0.0,3.25,36.25
22.5,86.25,2010,4,17,9.95,0.0,2.82,37.32
22.5,86.875,2010,4,17,13.33,0.0,3.47,37.58
22.5,87.5,2010,4,17,16.96,0.0,5.99,34.49
22.5,88.125,2010,4,17,17.56,0.0,6.64,33.9
23.0,85.0,2010,4,17,6.15,0.0,3.08,34.1
23.0,85.625,2010,4,17,7.92,0.0,2.96,35.89
23.0,86.25,2010,4,17,9.83,0.0,2.24,37.09
23.0,86.875,2010,4,17,13.47,0.0,3.3,36.65
23.0,87.5,2010,4,17,16.06,0.0,5.08,35.09
23.0,88.125,2010,4,17,16.43,0.0,6.04,35.01
23.5,85.0,2010,4,17,5.1,0.0,3.83,33.5
23.5,85.625,2010,4,17,7.12,0.0,3.52,35.2
23.5,86.25,2010,4,17,9.53,0.0,2.91,36.42
23.5,86.875,2010,4,17,12.84,0.01,3.08,36.25
23.5,87.5,2010,4,17,15.04,0.04,4.57,35.62
23.5,88.125,2010,4,17,15.49,0.06,5.41,35.61
24.0,85.0,2010,4,17,4.71,0.0,4.02,34.47
24.0,85.625,2010,4,17,6.84,0.0,3.76,34.48
24.0,86.25,2010,4,17,8.85,0.0,3.29,35.7
24.0,86.875,2010,4,17,11.32,0.03,2.76,36.13
24.0,87.5,2010,4,17,13.73,0.18,4.08,36.02
24.0,88.125,2010,4,17,14.67,0.33,4.55,35.59
22.5,85.0,2010,4,18,5.12,0.0,3.02,36.68
22.5,85.625,2010,4,18,5.91,0.0,2.76,36.66
22.5,86.25,2010,4,18,7.37,0.0,2.91,37.63
22.5,86.875,2010,4,18,10.46,0.01,3.16,38.29
22.5,87.5,2010,4,18,14.76,0.01,4.42,36.12
22.5,88.125,2010,4,18,16.7,0.0,6.13,35.62
23.0,85.0,2010,4,18,4.49,0.0,3.14,35.5
23.0,85.625,2010,4,18,5.04,0.0,2.62,36.69
23.0,86.25,2010,4,18,7.15,0.0,1.72,37.31
23.0,86.875,2010,4,18,10.72,0.0,2.63,37.09
23.0,87.5,2010,4,18,13.96,0.0,3.42,36.06
23.0,88.125,2010,4,18,15.11,0.01,4.75,36.59
23.5,85.0,2010,4,18,4.4,0.0,3.29,34.51
23.5,85.625,2010,4,18,5.14,0.0,2.55,36.0
23.5,86.25,2010,4,18,8.4,0.0,1.73,36.85
23.5,86.875,2010,4,18,11.71,0.0,2.21,36.83
23.5,87.5,2010,4,18,13.41,0.03,2.73,36.54
23.5,88.125,2010,4,18,14.29,0.09,3.55,36.9
24.0,85.0,2010,4,18,4.55,0.0,3.24,35.31
24.0,85.625,2010,4,18,5.22,0.0,2.54,35.35
24.0,86.25,2010,4,18,7.47,0.0,2.1,36.34
24.0,86.875,2010,4,18,11.42,0.02,2.23,36.77
24.0,87.5,2010,4,18,12.87,0.21,2.46,36.95
24.0,88.125,2010,4,18,14.35,0.42,2.89,36.56
22.5,85.0,2010,4,19,4.64,0.0,3.83,36.74
22.5,85.625,2010,4,19,5.47,0.0,3.96,36.89
22.5,86.25,2010,4,19,6.39,0.0,4.29,37.96
22.5,86.875,2010,4,19,9.17,0.0,2.98,38.28
22.5,87.5,2010,4,19,15.11,0.0,4.58,36.72
22.5,88.125,2010,4,19,17.78,0.0,7.6,35.56
23.0,85.0,2010,4,19,4.54,0.0,4.7,35.35
23.0,85.625,2010,4,19,4.99,0.0,4.34,36.67
23.0,86.25,2010,4,19,6.6,0.0,3.71,37.39
23.0,86.875,2010,4,19,9.69,0.0,3.21,36.94
23.0,87.5,2010,4,19,13.81,0.0,3.29,36.5
23.0,88.125,2010,4,19,15.92,0.0,6.16,36.93
23.5,85.0,2010,4,19,4.55,0.0,5.09,34.17
23.5,85.625,2010,4,19,5.31,0.0,4.52,35.63
23.5,86.25,2010,4,19,8.29,0.0,3.79,36.54
23.5,86.875,2010,4,19,10.73,0.0,3.52,36.7
